order_id,products
1213659,39276 29259
3126265,39276 29259
2235145,39276 29259
1483159,39276 29259
2003307,39276 29259
423889,39276 29259
3127702,39276 29259
865014,39276 29259
490366,39276 29259
2955577,39276 29259
775184,39276 29259
653494,39276 29259
1476573,39276 29259
414011,39276 29259
2453151,39276 29259
1849181,39276 29259
2024458,39276 29259
728531,39276 29259
1838151,39276 29259
1701740,39276 29259
1407915,39276 29259
1511114,39276 29259
109451,39276 29259
2492905,39276 29259
258113,39276 29259
2063222,39276 29259
683974,39276 29259
1622483,39276 29259
2793407,39276 29259
2256339,39276 29259
2363737,39276 29259
1788971,39276 29259
942635,39276 29259
1590931,39276 29259
2509799,39276 29259
1034282,39276 29259
209841,39276 29259
289603,39276 29259
2463162,39276 29259
1700847,39276 29259
880773,39276 29259
1202242,39276 29259
593527,39276 29259
1115611,39276 29259
237359,39276 29259
1133579,39276 29259
171063,39276 29259
241786,39276 29259
2827724,39276 29259
2485857,39276 29259
1285056,39276 29259
460659,39276 29259
1190151,39276 29259
991942,39276 29259
3147445,39276 29259
1880409,39276 29259
2671194,39276 29259
1914910,39276 29259
1933867,39276 29259
2446666,39276 29259
3413118,39276 29259
2789774,39276 29259
1077222,39276 29259
2928262,39276 29259
1377880,39276 29259
2138177,39276 29259
22124,39276 29259
2624162,39276 29259
147163,39276 29259
537802,39276 29259
2950468,39276 29259
191032,39276 29259
59929,39276 29259
396856,39276 29259
1571348,39276 29259
653693,39276 29259
2479765,39276 29259
2644955,39276 29259
1729149,39276 29259
2197104,39276 29259
2329877,39276 29259
1625824,39276 29259
1968308,39276 29259
1999784,39276 29259
1110460,39276 29259
1239007,39276 29259
2977904,39276 29259
372717,39276 29259
875661,39276 29259
2637857,39276 29259
2089721,39276 29259
3114359,39276 29259
2263507,39276 29259
3028483,39276 29259
1133381,39276 29259
3173231,39276 29259
1590859,39276 29259
650921,39276 29259
2407887,39276 29259
1335283,39276 29259
1728137,39276 29259
2551113,39276 29259
1713915,39276 29259
2012077,39276 29259
2264087,39276 29259
87840,39276 29259
526030,39276 29259
1022205,39276 29259
2673146,39276 29259
488317,39276 29259
1823761,39276 29259
632259,39276 29259
2052421,39276 29259
644979,39276 29259
3046562,39276 29259
1669106,39276 29259
3128602,39276 29259
1137579,39276 29259
2902362,39276 29259
3264017,39276 29259
1522231,39276 29259
3020441,39276 29259
370988,39276 29259
2228659,39276 29259
2859638,39276 29259
1096785,39276 29259
1153343,39276 29259
328380,39276 29259
755905,39276 29259
2377771,39276 29259
188552,39276 29259
475817,39276 29259
3201562,39276 29259
306753,39276 29259
1655935,39276 29259
3317153,39276 29259
3096624,39276 29259
3185399,39276 29259
618896,39276 29259
477309,39276 29259
2589910,39276 29259
1715724,39276 29259
1576914,39276 29259
2107454,39276 29259
2324296,39276 29259
2069946,39276 29259
924096,39276 29259
2482510,39276 29259
1986353,39276 29259
83321,39276 29259
659833,39276 29259
1915340,39276 29259
1178128,39276 29259
716658,39276 29259
798671,39276 29259
3072255,39276 29259
1475914,39276 29259
1879904,39276 29259
2065644,39276 29259
1950593,39276 29259
1100164,39276 29259
1330720,39276 29259
2380287,39276 29259
1326606,39276 29259
495279,39276 29259
3288648,39276 29259
1683045,39276 29259
254965,39276 29259
458934,39276 29259
1905281,39276 29259
790770,39276 29259
2899837,39276 29259
1493417,39276 29259
2990246,39276 29259
2536036,39276 29259
780136,39276 29259
2223182,39276 29259
1004477,39276 29259
1010560,39276 29259
1638620,39276 29259
822920,39276 29259
2142510,39276 29259
1252004,39276 29259
3172403,39276 29259
978225,39276 29259
169947,39276 29259
3030848,39276 29259
2985050,39276 29259
280019,39276 29259
1758738,39276 29259
28467,39276 29259
867014,39276 29259
3094940,39276 29259
2467466,39276 29259
1203605,39276 29259
2965556,39276 29259
1301176,39276 29259
1207973,39276 29259
1487843,39276 29259
978975,39276 29259
1442010,39276 29259
3120554,39276 29259
1202686,39276 29259
951507,39276 29259
2981689,39276 29259
2630746,39276 29259
2540116,39276 29259
589665,39276 29259
1159991,39276 29259
2818900,39276 29259
1843235,39276 29259
1237376,39276 29259
1740019,39276 29259
1156602,39276 29259
989977,39276 29259
3042550,39276 29259
3213464,39276 29259
108416,39276 29259
2605931,39276 29259
580725,39276 29259
592520,39276 29259
2519594,39276 29259
1084230,39276 29259
1822387,39276 29259
1522940,39276 29259
2983877,39276 29259
2593298,39276 29259
1360821,39276 29259
2089400,39276 29259
658896,39276 29259
213720,39276 29259
3142494,39276 29259
2542486,39276 29259
1654175,39276 29259
47128,39276 29259
2949846,39276 29259
1149005,39276 29259
1110598,39276 29259
3152655,39276 29259
2804394,39276 29259
823910,39276 29259
95109,39276 29259
262673,39276 29259
1179952,39276 29259
303562,39276 29259
1126703,39276 29259
670950,39276 29259
2974383,39276 29259
767022,39276 29259
1945649,39276 29259
924741,39276 29259
966387,39276 29259
2074632,39276 29259
190697,39276 29259
999245,39276 29259
728411,39276 29259
1164750,39276 29259
2100949,39276 29259
2442839,39276 29259
3264153,39276 29259
610428,39276 29259
644963,39276 29259
884144,39276 29259
122269,39276 29259
2218751,39276 29259
750602,39276 29259
3344745,39276 29259
2079311,39276 29259
1338231,39276 29259
1673713,39276 29259
3215958,39276 29259
1439563,39276 29259
3200542,39276 29259
503759,39276 29259
2820856,39276 29259
464828,39276 29259
1242471,39276 29259
359613,39276 29259
366871,39276 29259
1082310,39276 29259
635430,39276 29259
2316202,39276 29259
3390757,39276 29259
1582781,39276 29259
1248121,39276 29259
2596453,39276 29259
3263537,39276 29259
1432497,39276 29259
2787571,39276 29259
1949364,39276 29259
3174257,39276 29259
375836,39276 29259
600479,39276 29259
1943186,39276 29259
1987114,39276 29259
1889707,39276 29259
2602034,39276 29259
2641665,39276 29259
374812,39276 29259
1510032,39276 29259
2364697,39276 29259
1821929,39276 29259
2083457,39276 29259
1489606,39276 29259
2413319,39276 29259
2258058,39276 29259
1549797,39276 29259
2098560,39276 29259
2346495,39276 29259
3118092,39276 29259
3154397,39276 29259
1228722,39276 29259
2891814,39276 29259
1857332,39276 29259
1219666,39276 29259
1488923,39276 29259
2100244,39276 29259
2843220,39276 29259
2299234,39276 29259
2462748,39276 29259
3272988,39276 29259
1203778,39276 29259
3320629,39276 29259
2437940,39276 29259
365196,39276 29259
870069,39276 29259
1505157,39276 29259
446489,39276 29259
1553696,39276 29259
2871091,39276 29259
2581161,39276 29259
1232078,39276 29259
71853,39276 29259
3059911,39276 29259
3101923,39276 29259
1995503,39276 29259
406165,39276 29259
2740040,39276 29259
1856290,39276 29259
1075068,39276 29259
3017140,39276 29259
1920952,39276 29259
2190017,39276 29259
3222593,39276 29259
2254090,39276 29259
1439209,39276 29259
2503158,39276 29259
1464770,39276 29259
455044,39276 29259
1799285,39276 29259
2464209,39276 29259
2241073,39276 29259
2037500,39276 29259
2916520,39276 29259
1111149,39276 29259
1838265,39276 29259
2762859,39276 29259
3121728,39276 29259
3415827,39276 29259
816008,39276 29259
317455,39276 29259
1432109,39276 29259
2617399,39276 29259
2750114,39276 29259
133157,39276 29259
1925102,39276 29259
3117021,39276 29259
120648,39276 29259
1599362,39276 29259
1879004,39276 29259
85255,39276 29259
926533,39276 29259
433684,39276 29259
1816263,39276 29259
2690370,39276 29259
3070553,39276 29259
2099993,39276 29259
2752022,39276 29259
3381268,39276 29259
3045098,39276 29259
428038,39276 29259
2458307,39276 29259
1832192,39276 29259
3402669,39276 29259
2303574,39276 29259
2854203,39276 29259
2806207,39276 29259
911259,39276 29259
2417292,39276 29259
600621,39276 29259
1088990,39276 29259
1167974,39276 29259
2540870,39276 29259
2386846,39276 29259
932358,39276 29259
161078,39276 29259
2684907,39276 29259
901764,39276 29259
2010780,39276 29259
263319,39276 29259
3386001,39276 29259
1860083,39276 29259
1992493,39276 29259
1605963,39276 29259
277743,39276 29259
2973615,39276 29259
1242621,39276 29259
69799,39276 29259
1713733,39276 29259
3181532,39276 29259
7000,39276 29259
2993498,39276 29259
902010,39276 29259
804861,39276 29259
2444167,39276 29259
140335,39276 29259
353312,39276 29259
2100492,39276 29259
2041544,39276 29259
160663,39276 29259
3127298,39276 29259
1184653,39276 29259
1130330,39276 29259
3053787,39276 29259
3134882,39276 29259
974983,39276 29259
475808,39276 29259
1525180,39276 29259
1841253,39276 29259
1263754,39276 29259
2877050,39276 29259
1628667,39276 29259
1481327,39276 29259
2534081,39276 29259
3106671,39276 29259
767023,39276 29259
1444174,39276 29259
3262128,39276 29259
2618268,39276 29259
2191406,39276 29259
1887227,39276 29259
2948262,39276 29259
2216212,39276 29259
2438800,39276 29259
1726561,39276 29259
3062074,39276 29259
2328159,39276 29259
1694310,39276 29259
2596112,39276 29259
526062,39276 29259
1515089,39276 29259
2831616,39276 29259
293104,39276 29259
2642322,39276 29259
1098233,39276 29259
2614392,39276 29259
1827814,39276 29259
2486729,39276 29259
2481125,39276 29259
604656,39276 29259
3260948,39276 29259
1381860,39276 29259
2374918,39276 29259
1756466,39276 29259
45581,39276 29259
2910844,39276 29259
661699,39276 29259
353497,39276 29259
412372,39276 29259
3072084,39276 29259
1550075,39276 29259
746528,39276 29259
2674815,39276 29259
112473,39276 29259
562029,39276 29259
2843892,39276 29259
2121983,39276 29259
3073261,39276 29259
219357,39276 29259
436765,39276 29259
1014116,39276 29259
2700167,39276 29259
3141527,39276 29259
532583,39276 29259
909961,39276 29259
184625,39276 29259
2498200,39276 29259
2312281,39276 29259
921881,39276 29259
2995410,39276 29259
2936862,39276 29259
1471857,39276 29259
3017992,39276 29259
1228935,39276 29259
782085,39276 29259
2893677,39276 29259
1732297,39276 29259
999710,39276 29259
438797,39276 29259
3082131,39276 29259
1294951,39276 29259
2907032,39276 29259
2195814,39276 29259
1557911,39276 29259
1605089,39276 29259
1064668,39276 29259
815083,39276 29259
1419168,39276 29259
1732120,39276 29259
407032,39276 29259
3126005,39276 29259
2526840,39276 29259
1544472,39276 29259
858428,39276 29259
2085260,39276 29259
1280035,39276 29259
2290921,39276 29259
2623101,39276 29259
2281615,39276 29259
2613847,39276 29259
1186361,39276 29259
1384120,39276 29259
2881124,39276 29259
1185468,39276 29259
2904529,39276 29259
3040351,39276 29259
934142,39276 29259
676464,39276 29259
1028889,39276 29259
2155760,39276 29259
1183169,39276 29259
2897195,39276 29259
1122736,39276 29259
2130980,39276 29259
534103,39276 29259
2009857,39276 29259
488334,39276 29259
3070310,39276 29259
3179245,39276 29259
3191929,39276 29259
486521,39276 29259
762682,39276 29259
2741562,39276 29259
2715856,39276 29259
3410999,39276 29259
958551,39276 29259
2943975,39276 29259
1841956,39276 29259
719376,39276 29259
246409,39276 29259
3268978,39276 29259
2741758,39276 29259
669342,39276 29259
13564,39276 29259
2741164,39276 29259
1874048,39276 29259
303709,39276 29259
1002323,39276 29259
3269286,39276 29259
85039,39276 29259
1446158,39276 29259
1183006,39276 29259
2761237,39276 29259
3274357,39276 29259
1410019,39276 29259
596840,39276 29259
1430300,39276 29259
3189914,39276 29259
5525,39276 29259
1294283,39276 29259
2893159,39276 29259
136733,39276 29259
2847724,39276 29259
2997003,39276 29259
1565644,39276 29259
1334490,39276 29259
189238,39276 29259
2175800,39276 29259
1714321,39276 29259
3206181,39276 29259
697211,39276 29259
877919,39276 29259
613211,39276 29259
906822,39276 29259
639248,39276 29259
1527449,39276 29259
2688224,39276 29259
3095289,39276 29259
3080382,39276 29259
554056,39276 29259
2994665,39276 29259
320092,39276 29259
115872,39276 29259
476787,39276 29259
1617157,39276 29259
80761,39276 29259
976105,39276 29259
1931117,39276 29259
1671836,39276 29259
2190479,39276 29259
2945936,39276 29259
2060686,39276 29259
2229419,39276 29259
1678456,39276 29259
1415463,39276 29259
2500905,39276 29259
346578,39276 29259
450635,39276 29259
655902,39276 29259
2040322,39276 29259
1318403,39276 29259
2760212,39276 29259
412984,39276 29259
2586110,39276 29259
409197,39276 29259
2945230,39276 29259
1947151,39276 29259
2193836,39276 29259
1837389,39276 29259
360684,39276 29259
2743278,39276 29259
737468,39276 29259
2928179,39276 29259
249604,39276 29259
3063107,39276 29259
709660,39276 29259
1267060,39276 29259
1708399,39276 29259
3261294,39276 29259
2101395,39276 29259
2821952,39276 29259
774645,39276 29259
14232,39276 29259
1539741,39276 29259
91981,39276 29259
2483821,39276 29259
1152709,39276 29259
1619858,39276 29259
2827422,39276 29259
478711,39276 29259
6067,39276 29259
2130443,39276 29259
3292140,39276 29259
2001308,39276 29259
1099354,39276 29259
3279989,39276 29259
2196845,39276 29259
524461,39276 29259
3027033,39276 29259
1449406,39276 29259
1158696,39276 29259
1317804,39276 29259
2212228,39276 29259
1621168,39276 29259
2730378,39276 29259
1792220,39276 29259
1568772,39276 29259
2881539,39276 29259
2475816,39276 29259
2912223,39276 29259
2655917,39276 29259
2705722,39276 29259
2205911,39276 29259
3002418,39276 29259
2629613,39276 29259
1149486,39276 29259
1910828,39276 29259
2770021,39276 29259
2034922,39276 29259
400416,39276 29259
2756888,39276 29259
718973,39276 29259
569061,39276 29259
2863216,39276 29259
1670466,39276 29259
1331266,39276 29259
336934,39276 29259
3348668,39276 29259
1585079,39276 29259
2604829,39276 29259
2099022,39276 29259
239909,39276 29259
2474833,39276 29259
1075650,39276 29259
2615928,39276 29259
2640244,39276 29259
2371615,39276 29259
1176454,39276 29259
2994182,39276 29259
482746,39276 29259
1516614,39276 29259
114586,39276 29259
363626,39276 29259
3281042,39276 29259
2460362,39276 29259
2878915,39276 29259
529916,39276 29259
3174981,39276 29259
639091,39276 29259
3084276,39276 29259
213635,39276 29259
2845326,39276 29259
3029464,39276 29259
2321563,39276 29259
535014,39276 29259
973944,39276 29259
3380510,39276 29259
2847191,39276 29259
1341981,39276 29259
379162,39276 29259
138407,39276 29259
1726583,39276 29259
302695,39276 29259
2112997,39276 29259
3331037,39276 29259
191396,39276 29259
284979,39276 29259
1207772,39276 29259
2459513,39276 29259
1640651,39276 29259
2327935,39276 29259
1383540,39276 29259
681913,39276 29259
823321,39276 29259
170732,39276 29259
1879927,39276 29259
833684,39276 29259
1306294,39276 29259
1238262,39276 29259
17209,39276 29259
524060,39276 29259
886103,39276 29259
2234495,39276 29259
746121,39276 29259
3371432,39276 29259
611349,39276 29259
677006,39276 29259
1722178,39276 29259
460167,39276 29259
2363231,39276 29259
904441,39276 29259
1356224,39276 29259
1849712,39276 29259
2463372,39276 29259
463725,39276 29259
440228,39276 29259
1266282,39276 29259
766604,39276 29259
2310041,39276 29259
287753,39276 29259
1063420,39276 29259
2189683,39276 29259
2575133,39276 29259
25537,39276 29259
3239743,39276 29259
111176,39276 29259
225192,39276 29259
3373517,39276 29259
921344,39276 29259
1969880,39276 29259
2414967,39276 29259
953478,39276 29259
1231983,39276 29259
3078374,39276 29259
2378270,39276 29259
3183494,39276 29259
3026201,39276 29259
2106963,39276 29259
439966,39276 29259
641734,39276 29259
2234389,39276 29259
2309124,39276 29259
2804560,39276 29259
1775646,39276 29259
1700513,39276 29259
1006003,39276 29259
328346,39276 29259
1421648,39276 29259
1869659,39276 29259
3168147,39276 29259
1142870,39276 29259
8876,39276 29259
2130794,39276 29259
1773665,39276 29259
1912196,39276 29259
2264331,39276 29259
154219,39276 29259
2402975,39276 29259
949962,39276 29259
2301447,39276 29259
1296137,39276 29259
693723,39276 29259
24265,39276 29259
402646,39276 29259
2765572,39276 29259
107611,39276 29259
895372,39276 29259
1441873,39276 29259
2452481,39276 29259
2916555,39276 29259
2526047,39276 29259
669747,39276 29259
1451977,39276 29259
1019638,39276 29259
618752,39276 29259
2884285,39276 29259
3312768,39276 29259
2065300,39276 29259
2969427,39276 29259
1742623,39276 29259
1444857,39276 29259
12894,39276 29259
425626,39276 29259
1068528,39276 29259
2853869,39276 29259
2749581,39276 29259
822689,39276 29259
2585249,39276 29259
444282,39276 29259
122881,39276 29259
769798,39276 29259
2189938,39276 29259
728607,39276 29259
3327857,39276 29259
2503780,39276 29259
655894,39276 29259
379503,39276 29259
152655,39276 29259
1645906,39276 29259
2013181,39276 29259
3039931,39276 29259
2129415,39276 29259
2075331,39276 29259
556800,39276 29259
1443835,39276 29259
2518380,39276 29259
2840833,39276 29259
1248066,39276 29259
618633,39276 29259
414440,39276 29259
1997565,39276 29259
3226773,39276 29259
2742179,39276 29259
3233503,39276 29259
3149798,39276 29259
629968,39276 29259
1044656,39276 29259
1148331,39276 29259
2926561,39276 29259
980176,39276 29259
478742,39276 29259
750609,39276 29259
250043,39276 29259
1326963,39276 29259
448370,39276 29259
821138,39276 29259
2670653,39276 29259
2054864,39276 29259
1368607,39276 29259
2661270,39276 29259
2475295,39276 29259
2717325,39276 29259
3330085,39276 29259
2426425,39276 29259
815960,39276 29259
2284873,39276 29259
1048463,39276 29259
1818600,39276 29259
1023708,39276 29259
68673,39276 29259
174447,39276 29259
909415,39276 29259
986901,39276 29259
2916108,39276 29259
792923,39276 29259
854378,39276 29259
1257155,39276 29259
946631,39276 29259
871948,39276 29259
2028691,39276 29259
1776236,39276 29259
2363680,39276 29259
1234445,39276 29259
2615795,39276 29259
3202340,39276 29259
2074321,39276 29259
2618119,39276 29259
3247752,39276 29259
1630235,39276 29259
493840,39276 29259
911128,39276 29259
1749943,39276 29259
754446,39276 29259
2166722,39276 29259
1770121,39276 29259
837243,39276 29259
2899604,39276 29259
1470801,39276 29259
1982498,39276 29259
1991121,39276 29259
2010123,39276 29259
1266455,39276 29259
1644911,39276 29259
297518,39276 29259
1746182,39276 29259
3003066,39276 29259
1690880,39276 29259
385693,39276 29259
3173483,39276 29259
2136694,39276 29259
713925,39276 29259
3280022,39276 29259
410070,39276 29259
586585,39276 29259
115006,39276 29259
541279,39276 29259
2109835,39276 29259
2952987,39276 29259
1272380,39276 29259
320610,39276 29259
3243289,39276 29259
209503,39276 29259
2892115,39276 29259
1747558,39276 29259
2379176,39276 29259
255495,39276 29259
2994612,39276 29259
1818773,39276 29259
1491984,39276 29259
1028677,39276 29259
1164087,39276 29259
528744,39276 29259
1428352,39276 29259
1880069,39276 29259
1539165,39276 29259
2030910,39276 29259
2477217,39276 29259
1796218,39276 29259
472033,39276 29259
2611835,39276 29259
1983665,39276 29259
351690,39276 29259
2114887,39276 29259
1407588,39276 29259
1490175,39276 29259
2332853,39276 29259
851567,39276 29259
1140260,39276 29259
2275686,39276 29259
1450226,39276 29259
546478,39276 29259
657431,39276 29259
1269857,39276 29259
724626,39276 29259
2466883,39276 29259
3144754,39276 29259
1792002,39276 29259
2847703,39276 29259
2933024,39276 29259
2987812,39276 29259
2464714,39276 29259
2904740,39276 29259
885360,39276 29259
1183969,39276 29259
1757084,39276 29259
1876184,39276 29259
1450987,39276 29259
690655,39276 29259
966588,39276 29259
464207,39276 29259
2663155,39276 29259
2840211,39276 29259
1354719,39276 29259
2823126,39276 29259
2293666,39276 29259
2347721,39276 29259
1291130,39276 29259
478729,39276 29259
1039849,39276 29259
20504,39276 29259
2582747,39276 29259
898219,39276 29259
3414575,39276 29259
150703,39276 29259
1828133,39276 29259
2153173,39276 29259
2492727,39276 29259
2407076,39276 29259
3416451,39276 29259
2539459,39276 29259
896900,39276 29259
2161313,39276 29259
2423630,39276 29259
3021764,39276 29259
1022458,39276 29259
1270042,39276 29259
2042502,39276 29259
2710152,39276 29259
282369,39276 29259
873930,39276 29259
966212,39276 29259
2155551,39276 29259
2407638,39276 29259
2693079,39276 29259
2172065,39276 29259
1205140,39276 29259
2550305,39276 29259
11697,39276 29259
269451,39276 29259
1603077,39276 29259
1072167,39276 29259
2641800,39276 29259
1931158,39276 29259
1665598,39276 29259
2974850,39276 29259
2101316,39276 29259
1246680,39276 29259
1125959,39276 29259
1894802,39276 29259
2310800,39276 29259
3391802,39276 29259
518049,39276 29259
2113461,39276 29259
1986500,39276 29259
938883,39276 29259
2389687,39276 29259
1103413,39276 29259
3312623,39276 29259
737150,39276 29259
1749348,39276 29259
1172565,39276 29259
670347,39276 29259
3236435,39276 29259
1943348,39276 29259
612208,39276 29259
1585732,39276 29259
2954362,39276 29259
114749,39276 29259
2015293,39276 29259
27929,39276 29259
2420771,39276 29259
2845752,39276 29259
423144,39276 29259
1502866,39276 29259
2104069,39276 29259
2347545,39276 29259
1914289,39276 29259
2319575,39276 29259
3152722,39276 29259
712551,39276 29259
467198,39276 29259
2421,39276 29259
3360725,39276 29259
3372822,39276 29259
1530909,39276 29259
2016980,39276 29259
2213082,39276 29259
213459,39276 29259
773730,39276 29259
373391,39276 29259
1525284,39276 29259
2948048,39276 29259
1852818,39276 29259
3036039,39276 29259
1486452,39276 29259
526272,39276 29259
996652,39276 29259
2956398,39276 29259
1227586,39276 29259
1864669,39276 29259
985221,39276 29259
1223192,39276 29259
1210670,39276 29259
808801,39276 29259
638959,39276 29259
292354,39276 29259
415849,39276 29259
2373735,39276 29259
3009937,39276 29259
2361303,39276 29259
1049032,39276 29259
588619,39276 29259
2176726,39276 29259
1299661,39276 29259
2669358,39276 29259
1799564,39276 29259
976705,39276 29259
804629,39276 29259
97296,39276 29259
926170,39276 29259
70560,39276 29259
2168908,39276 29259
543183,39276 29259
2818509,39276 29259
1069110,39276 29259
108886,39276 29259
498514,39276 29259
820513,39276 29259
1377088,39276 29259
767036,39276 29259
533818,39276 29259
2105629,39276 29259
26707,39276 29259
1526402,39276 29259
884194,39276 29259
3267280,39276 29259
2327861,39276 29259
654192,39276 29259
260683,39276 29259
994913,39276 29259
2185605,39276 29259
2804993,39276 29259
2925083,39276 29259
977858,39276 29259
322565,39276 29259
1357347,39276 29259
417538,39276 29259
2000023,39276 29259
1451916,39276 29259
2008865,39276 29259
2400674,39276 29259
1531649,39276 29259
1868062,39276 29259
1353751,39276 29259
500446,39276 29259
1665277,39276 29259
2022301,39276 29259
2961319,39276 29259
1303688,39276 29259
1551114,39276 29259
1383576,39276 29259
1025822,39276 29259
417699,39276 29259
2370537,39276 29259
1763484,39276 29259
68929,39276 29259
1597044,39276 29259
1559349,39276 29259
471090,39276 29259
1286548,39276 29259
3256162,39276 29259
1663717,39276 29259
2203228,39276 29259
3307162,39276 29259
402483,39276 29259
2882102,39276 29259
514658,39276 29259
2455467,39276 29259
1058264,39276 29259
3032372,39276 29259
2759328,39276 29259
3348458,39276 29259
2887281,39276 29259
244155,39276 29259
744843,39276 29259
1155274,39276 29259
317836,39276 29259
3352607,39276 29259
117118,39276 29259
999664,39276 29259
206145,39276 29259
2304859,39276 29259
810347,39276 29259
1494609,39276 29259
1736064,39276 29259
508857,39276 29259
610794,39276 29259
967924,39276 29259
2315957,39276 29259
2363953,39276 29259
2554200,39276 29259
1551053,39276 29259
696095,39276 29259
2704806,39276 29259
2703373,39276 29259
370526,39276 29259
1126339,39276 29259
3050499,39276 29259
2289908,39276 29259
30999,39276 29259
179736,39276 29259
2804429,39276 29259
1379426,39276 29259
2336739,39276 29259
472512,39276 29259
2790667,39276 29259
1628663,39276 29259
225902,39276 29259
3089526,39276 29259
1615819,39276 29259
2858484,39276 29259
2249474,39276 29259
535763,39276 29259
3225575,39276 29259
34042,39276 29259
2790422,39276 29259
470193,39276 29259
2634396,39276 29259
452960,39276 29259
551075,39276 29259
2310247,39276 29259
3235087,39276 29259
2111947,39276 29259
19759,39276 29259
2999131,39276 29259
3283662,39276 29259
1442880,39276 29259
865284,39276 29259
1984216,39276 29259
395222,39276 29259
611435,39276 29259
1393613,39276 29259
2363407,39276 29259
1122109,39276 29259
3187432,39276 29259
871642,39276 29259
3367698,39276 29259
3269691,39276 29259
2732795,39276 29259
1080856,39276 29259
2338213,39276 29259
3285134,39276 29259
3200371,39276 29259
2785059,39276 29259
695071,39276 29259
2578755,39276 29259
2039157,39276 29259
1832184,39276 29259
3394622,39276 29259
260941,39276 29259
2363755,39276 29259
295787,39276 29259
938098,39276 29259
3070561,39276 29259
3038891,39276 29259
2824072,39276 29259
706775,39276 29259
2304894,39276 29259
614009,39276 29259
2212940,39276 29259
3326607,39276 29259
2747313,39276 29259
370165,39276 29259
3250888,39276 29259
3216468,39276 29259
2919120,39276 29259
977051,39276 29259
1336008,39276 29259
99613,39276 29259
3337307,39276 29259
1095238,39276 29259
3197389,39276 29259
2524121,39276 29259
2600451,39276 29259
1244860,39276 29259
1408479,39276 29259
638199,39276 29259
1548298,39276 29259
2988899,39276 29259
3282496,39276 29259
2125824,39276 29259
445118,39276 29259
1063266,39276 29259
3260896,39276 29259
3129058,39276 29259
369093,39276 29259
2964843,39276 29259
2340544,39276 29259
2134382,39276 29259
262543,39276 29259
1379144,39276 29259
363390,39276 29259
2264184,39276 29259
1815434,39276 29259
2259101,39276 29259
1740989,39276 29259
1706872,39276 29259
1926473,39276 29259
3048274,39276 29259
3212542,39276 29259
2197771,39276 29259
1757386,39276 29259
3134346,39276 29259
870201,39276 29259
2275630,39276 29259
3045490,39276 29259
351785,39276 29259
3272612,39276 29259
1031479,39276 29259
767202,39276 29259
3299826,39276 29259
346789,39276 29259
2994562,39276 29259
3293849,39276 29259
2145036,39276 29259
1884979,39276 29259
84578,39276 29259
105238,39276 29259
751825,39276 29259
238444,39276 29259
659970,39276 29259
2091872,39276 29259
280452,39276 29259
3357756,39276 29259
1635956,39276 29259
143174,39276 29259
2218418,39276 29259
2574436,39276 29259
1632439,39276 29259
2450239,39276 29259
1485536,39276 29259
2631244,39276 29259
2009137,39276 29259
3178549,39276 29259
1020502,39276 29259
3095256,39276 29259
3182653,39276 29259
2861976,39276 29259
3157994,39276 29259
1198171,39276 29259
835240,39276 29259
2020947,39276 29259
1339701,39276 29259
2686832,39276 29259
786169,39276 29259
384778,39276 29259
1274551,39276 29259
2163503,39276 29259
355485,39276 29259
2483059,39276 29259
2661021,39276 29259
2919480,39276 29259
2940058,39276 29259
1246498,39276 29259
1974668,39276 29259
964653,39276 29259
3410572,39276 29259
2329190,39276 29259
1589629,39276 29259
2926078,39276 29259
835250,39276 29259
2199650,39276 29259
2020725,39276 29259
2205421,39276 29259
1459514,39276 29259
3011040,39276 29259
2200946,39276 29259
2293034,39276 29259
7909,39276 29259
1430052,39276 29259
270031,39276 29259
430354,39276 29259
2251956,39276 29259
1062578,39276 29259
2040738,39276 29259
1858445,39276 29259
3136867,39276 29259
403882,39276 29259
3419249,39276 29259
3315656,39276 29259
1686204,39276 29259
3058610,39276 29259
3145510,39276 29259
2360681,39276 29259
231372,39276 29259
2572142,39276 29259
46304,39276 29259
1858390,39276 29259
3157047,39276 29259
1167376,39276 29259
686443,39276 29259
1457692,39276 29259
2781444,39276 29259
3091279,39276 29259
377951,39276 29259
3215615,39276 29259
254675,39276 29259
781992,39276 29259
2013441,39276 29259
1459343,39276 29259
2891783,39276 29259
1433350,39276 29259
1626610,39276 29259
477713,39276 29259
2070581,39276 29259
2244222,39276 29259
540987,39276 29259
125736,39276 29259
2833678,39276 29259
1696043,39276 29259
1488511,39276 29259
1295880,39276 29259
1852600,39276 29259
2329649,39276 29259
966034,39276 29259
2404735,39276 29259
3420168,39276 29259
1914505,39276 29259
1242569,39276 29259
2863688,39276 29259
2438039,39276 29259
479163,39276 29259
1020648,39276 29259
2733798,39276 29259
1171860,39276 29259
1870561,39276 29259
1720855,39276 29259
1795492,39276 29259
382756,39276 29259
1769487,39276 29259
1886947,39276 29259
1110647,39276 29259
672876,39276 29259
2146151,39276 29259
1613532,39276 29259
1832198,39276 29259
2620656,39276 29259
752603,39276 29259
1492616,39276 29259
3090410,39276 29259
1470161,39276 29259
1728733,39276 29259
1641834,39276 29259
356273,39276 29259
3286652,39276 29259
3221179,39276 29259
1884029,39276 29259
619414,39276 29259
1288488,39276 29259
1155149,39276 29259
1963183,39276 29259
1459684,39276 29259
1808981,39276 29259
3097087,39276 29259
1182539,39276 29259
2330342,39276 29259
1467470,39276 29259
331881,39276 29259
1046012,39276 29259
3266365,39276 29259
882556,39276 29259
2092318,39276 29259
