order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order
1623360,175758,prior,2,4,18,17.0
172365,107306,prior,15,1,15,3.0
1379364,97643,prior,23,2,20,6.0
2725202,103509,prior,3,1,16,5.0
1367006,195665,prior,21,0,18,2.0
1719166,167251,prior,11,0,16,14.0
2698734,159911,prior,20,4,13,10.0
2158263,11841,prior,17,0,10,3.0
1628570,140684,prior,7,5,10,11.0
2863898,22542,prior,3,0,16,6.0
401326,186152,prior,11,1,15,22.0
2502373,55703,prior,5,6,18,30.0
2468024,18783,prior,34,6,15,3.0
2700072,120979,prior,21,5,17,1.0
2860081,114418,prior,4,5,13,15.0
2888903,160955,prior,11,6,22,3.0
1364251,42564,test,55,0,9,7.0
1480522,152234,prior,16,1,17,5.0
1729589,169768,prior,28,6,18,6.0
2441769,74336,prior,47,1,13,3.0
2631717,104011,prior,8,5,19,6.0
2434336,134651,prior,33,2,14,2.0
2053247,159298,prior,2,6,19,30.0
3059375,163068,prior,8,3,17,1.0
499466,190436,train,5,5,14,4.0
2607430,117617,prior,20,2,9,7.0
106158,179189,prior,30,2,9,12.0
892908,78319,prior,6,2,8,5.0
474275,200134,prior,15,0,14,30.0
1310427,23711,prior,9,5,18,5.0
2501943,110093,prior,1,6,9,
2648455,170259,prior,16,4,10,2.0
1634811,182557,prior,6,0,13,14.0
3336574,3627,prior,3,5,12,22.0
1523905,63885,prior,93,2,7,4.0
36208,79766,prior,14,5,13,23.0
1527044,79008,prior,25,6,11,8.0
539580,121659,prior,32,2,15,6.0
1481851,138563,prior,39,3,21,8.0
1597487,166970,prior,9,6,14,14.0
2872836,129928,train,65,2,16,8.0
2889823,38683,prior,21,1,11,3.0
151181,155217,prior,3,1,15,5.0
2381529,128169,prior,29,2,14,2.0
3416367,146450,prior,32,6,15,5.0
1331160,185642,prior,4,1,19,7.0
742406,113738,prior,2,1,12,4.0
1848978,92317,prior,19,5,6,12.0
3152472,74181,prior,3,1,15,21.0
2662612,187524,prior,93,2,11,4.0
1274495,99439,prior,6,3,11,1.0
3116106,159513,prior,22,2,13,2.0
2180950,79762,prior,3,5,14,30.0
1810602,192234,train,7,3,9,6.0
2326837,55502,prior,41,6,16,7.0
1738119,30084,prior,56,1,0,3.0
963341,27740,prior,15,5,12,30.0
630402,101937,prior,3,4,10,1.0
2694736,76121,prior,12,0,16,8.0
381672,140327,prior,4,0,14,13.0
1137980,29552,prior,1,0,16,
508074,90479,prior,4,3,13,1.0
1978810,24412,prior,44,2,10,0.0
838704,38706,prior,1,4,15,
701142,122209,prior,8,0,16,17.0
2656525,111451,prior,47,6,11,5.0
3361083,48582,prior,4,0,12,14.0
2885490,85918,prior,15,0,18,6.0
384777,33495,prior,51,2,14,1.0
793338,18563,prior,10,2,13,30.0
2268408,129226,prior,4,0,8,6.0
2064775,25980,prior,52,2,9,8.0
2920175,105376,prior,2,0,9,11.0
80381,12115,prior,31,6,10,5.0
1182691,16310,prior,3,3,11,30.0
1397052,144553,prior,16,6,23,5.0
2327006,163498,prior,11,0,14,9.0
2665146,128344,prior,3,4,22,7.0
2981428,186445,prior,13,5,11,12.0
179280,176661,test,5,0,15,30.0
2461310,92847,prior,16,2,21,8.0
2199756,126074,prior,8,4,21,14.0
1739109,32954,prior,7,0,9,2.0
2536621,120875,prior,4,1,9,3.0
412833,11886,prior,7,1,9,7.0
2991907,78881,prior,2,2,17,6.0
49372,173679,prior,5,4,18,14.0
1217073,167439,train,28,2,11,11.0
3037256,182791,prior,5,2,10,30.0
2463862,67633,prior,18,0,1,5.0
313468,62884,prior,6,2,11,11.0
3218494,158925,prior,22,5,8,2.0
2393795,176067,test,15,5,16,7.0
3395168,122583,prior,6,3,18,22.0
2514199,113023,prior,1,0,16,
1377981,24674,prior,2,0,17,30.0
2597132,72006,prior,12,4,10,5.0
798222,17121,prior,16,6,18,6.0
1097154,40792,prior,16,5,15,3.0
2833472,104497,prior,13,4,22,1.0
2702274,205394,prior,13,6,18,4.0
121774,99119,prior,52,5,10,6.0
1774862,188484,prior,2,5,16,25.0
439117,160875,prior,27,0,8,3.0
2474728,30387,prior,13,4,19,7.0
693758,135043,prior,13,6,18,4.0
26298,165571,prior,4,0,17,8.0
179800,97821,prior,24,2,14,6.0
2752327,61437,prior,8,1,15,9.0
1497161,30956,train,5,5,17,2.0
2860128,187880,prior,56,5,10,3.0
729851,57120,test,4,4,17,20.0
2343352,82834,prior,24,1,14,1.0
1266105,94845,prior,4,6,14,28.0
3059818,81142,train,5,6,18,15.0
2865150,129785,prior,16,6,21,13.0
3296442,61282,prior,20,5,12,4.0
265869,20769,prior,51,3,13,5.0
3398018,3950,prior,22,2,12,5.0
1611697,111511,prior,10,3,19,30.0
1612509,156580,prior,29,0,15,3.0
529561,65879,prior,4,0,13,10.0
2263631,50474,prior,2,4,11,7.0
2389639,158565,prior,17,1,15,21.0
267266,45009,prior,6,2,16,25.0
3368706,113425,prior,25,0,10,12.0
2014781,140380,prior,47,6,19,2.0
1333547,64420,test,53,1,13,2.0
47056,20309,prior,16,1,17,22.0
924912,142281,prior,24,6,11,3.0
2753101,24410,prior,13,4,16,9.0
1905703,162054,prior,6,3,12,2.0
2312861,128362,prior,8,1,13,6.0
3254206,45973,prior,16,4,17,30.0
429326,65243,prior,23,1,18,5.0
1675733,128496,prior,1,3,8,
464828,72119,test,21,2,11,6.0
3122432,30746,prior,25,1,12,4.0
3273718,178738,prior,6,4,9,30.0
1654454,92753,prior,9,4,17,13.0
1855032,159163,prior,8,0,10,3.0
1499170,194501,prior,37,1,19,11.0
441331,189496,prior,4,2,22,23.0
654634,136820,prior,38,4,17,4.0
2022722,205402,train,8,4,21,10.0
2270422,72928,prior,9,5,12,30.0
3330504,151589,prior,10,5,8,30.0
2288604,38705,prior,18,6,9,8.0
1905480,132803,prior,20,4,7,6.0
1710774,83792,prior,4,6,8,7.0
1630834,28988,prior,13,6,21,30.0
2603956,153725,prior,5,3,16,30.0
3300816,135994,prior,28,1,9,13.0
1523498,1023,test,16,5,10,6.0
2010051,108574,prior,34,2,10,15.0
684922,128584,prior,2,0,11,9.0
2504248,50442,prior,11,1,14,4.0
3194671,205693,test,4,0,15,30.0
520029,59737,prior,14,2,14,8.0
500663,117082,test,8,3,10,7.0
2997282,30623,prior,10,5,14,6.0
2549420,201534,prior,8,1,10,5.0
1218777,47477,prior,8,2,18,30.0
1054202,4294,prior,25,4,14,3.0
1710332,86061,prior,62,5,9,5.0
2542742,94305,prior,2,0,11,5.0
3203524,60566,prior,22,3,18,1.0
3384330,78672,prior,24,6,12,10.0
129873,52564,prior,19,5,8,9.0
1853566,46216,prior,28,0,15,7.0
2988538,115097,prior,52,5,16,4.0
565137,73642,prior,30,1,7,9.0
1160012,116172,prior,3,1,10,8.0
462592,90038,prior,30,3,23,2.0
3029609,99206,prior,8,6,14,7.0
75385,105998,prior,30,5,10,3.0
1986576,199215,prior,4,0,16,7.0
2588091,167173,prior,62,4,8,2.0
3173624,13701,prior,22,3,10,4.0
657095,188878,prior,6,2,18,2.0
2215939,99110,prior,3,6,16,3.0
2174548,203332,prior,81,0,14,5.0
1192367,190133,prior,34,1,11,13.0
3379337,175098,prior,2,2,17,30.0
2910784,63928,prior,1,6,12,
1830198,183768,prior,32,0,14,12.0
2414431,116984,prior,3,3,16,3.0
1007934,39231,prior,4,1,21,30.0
3002004,90513,prior,17,1,14,0.0
265652,146859,prior,14,4,15,8.0
2406003,173095,prior,7,2,17,30.0
366532,88214,prior,1,5,8,
1082287,138591,prior,9,0,6,5.0
981306,151177,prior,9,0,17,4.0
58910,92745,prior,2,5,9,19.0
1191342,200091,prior,6,2,13,21.0
1497340,143256,prior,12,1,15,5.0
3152156,187340,prior,1,0,9,
2272714,155063,prior,3,3,14,8.0
215909,175217,train,13,6,14,30.0
410579,136709,prior,5,4,2,3.0
844950,158364,prior,3,2,13,7.0
888954,108346,prior,15,6,17,5.0
3047045,91065,prior,28,5,0,8.0
3102612,191698,prior,12,4,8,7.0
2240317,71856,train,4,4,10,8.0
3143030,91049,prior,49,2,17,3.0
1169767,119841,prior,30,0,10,7.0
3239428,74449,prior,22,5,14,11.0
9199,86285,prior,14,3,10,27.0
3270361,118265,prior,6,0,13,20.0
2875879,7685,prior,7,2,11,7.0
532915,41284,prior,3,6,15,7.0
3145246,122140,prior,20,0,15,7.0
2403391,164404,prior,8,2,12,11.0
37481,167875,prior,18,0,15,13.0
1379037,44157,prior,14,1,18,7.0
992164,113570,prior,31,0,9,7.0
1491569,53804,prior,24,4,10,13.0
3352479,108017,prior,2,1,9,30.0
2380764,112646,prior,2,6,13,10.0
1134997,120715,prior,6,6,18,5.0
2093096,155720,prior,23,0,17,7.0
2300047,181086,prior,16,2,15,30.0
2983059,180654,prior,6,5,14,1.0
281766,174608,prior,7,0,9,7.0
1066191,95729,prior,19,1,11,8.0
1924443,7635,prior,9,0,12,19.0
2592258,36617,prior,17,3,15,0.0
3167598,42091,prior,8,1,15,16.0
1188560,181558,prior,7,6,16,13.0
3023611,84419,prior,3,5,20,30.0
1138810,30347,prior,5,1,9,15.0
2862763,174226,prior,7,5,21,13.0
2850224,127820,prior,15,0,22,8.0
1974425,32888,prior,23,0,20,6.0
2916695,200817,prior,13,5,16,7.0
2295024,8244,prior,1,6,18,
357757,176945,prior,26,2,11,6.0
3214438,192602,prior,42,0,22,3.0
979854,8072,prior,2,0,12,1.0
882866,46634,prior,28,2,19,11.0
633824,12976,prior,51,4,21,9.0
3272192,50844,prior,5,6,20,8.0
2672027,29601,prior,2,5,9,9.0
1660978,145076,prior,10,3,15,3.0
700956,13943,prior,79,3,19,1.0
1072637,95648,prior,52,2,13,3.0
839049,20843,prior,26,1,11,9.0
1039217,204679,prior,2,0,15,5.0
673609,59818,prior,9,5,11,4.0
1844064,202286,prior,2,1,11,6.0
1312591,133709,prior,19,0,11,6.0
1251826,59642,prior,3,1,11,30.0
2231513,93601,prior,23,2,20,2.0
3215787,159304,prior,30,0,9,4.0
2130949,52248,prior,7,0,12,10.0
3332763,16473,prior,20,2,7,15.0
3248058,188131,prior,23,2,10,3.0
503693,63322,prior,8,0,19,6.0
553652,61687,prior,11,1,16,7.0
1266832,146226,prior,3,3,21,6.0
2782007,122995,prior,51,4,18,3.0
3293239,12840,prior,13,2,14,2.0
3347309,149365,prior,11,2,19,30.0
1444634,49337,prior,24,6,18,24.0
2446921,46488,prior,5,2,14,30.0
2937226,120322,prior,2,6,19,5.0
1429842,40155,prior,4,6,12,6.0
1711052,116425,prior,8,2,14,12.0
3167555,172793,prior,93,1,14,3.0
3094918,94536,prior,10,4,19,24.0
400340,70480,prior,31,0,15,15.0
2544422,87215,prior,9,0,8,9.0
867439,76295,prior,28,0,12,6.0
291465,201322,prior,15,6,8,4.0
1858332,84996,prior,3,0,11,7.0
50722,5458,prior,36,5,11,2.0
191477,177344,prior,21,3,12,7.0
2251031,61616,prior,13,1,16,1.0
752432,90163,prior,15,6,21,14.0
354047,110238,prior,44,3,18,1.0
37761,94941,prior,1,3,16,
2218134,136532,prior,32,0,10,7.0
97552,119625,prior,4,2,18,8.0
1752578,134393,prior,9,4,15,5.0
155361,70380,prior,45,6,11,7.0
438003,193819,prior,3,5,13,24.0
1495957,85525,test,13,0,10,21.0
3039443,158295,prior,9,1,17,4.0
3110382,117388,prior,6,1,10,3.0
2618877,114378,prior,48,2,10,5.0
2480268,77028,prior,24,4,11,9.0
3179054,14075,test,20,1,14,30.0
2476886,154901,prior,5,0,11,8.0
202727,14941,prior,12,1,22,4.0
656685,114833,test,7,4,14,21.0
1017666,196109,prior,3,3,10,16.0
123862,100274,prior,5,6,19,30.0
1388355,63316,prior,46,4,15,4.0
3353811,201441,prior,7,4,8,10.0
712533,148631,prior,29,6,15,24.0
1059977,616,prior,25,0,16,8.0
1479818,192360,prior,10,3,21,3.0
2696248,158588,prior,7,1,11,30.0
2310670,108845,prior,20,0,11,7.0
558036,59819,prior,36,0,13,3.0
2620561,42601,prior,3,0,7,6.0
2777606,146851,prior,4,0,12,13.0
176407,193837,prior,25,0,12,8.0
841917,111988,prior,46,1,10,23.0
122728,95979,prior,18,6,16,28.0
1412411,98708,prior,5,0,20,10.0
932474,180026,prior,4,3,12,5.0
1999773,47904,prior,10,2,16,30.0
1419495,107786,prior,15,0,22,2.0
335603,67679,test,6,4,15,30.0
13957,161925,prior,46,6,15,3.0
2529732,80422,prior,80,5,18,1.0
3383222,90960,prior,17,2,16,6.0
413610,47582,prior,20,5,12,3.0
101586,112197,prior,13,3,6,1.0
29743,102219,prior,2,2,11,18.0
1859802,186477,prior,10,1,18,7.0
2519182,136013,prior,6,5,18,12.0
735102,49780,prior,47,4,15,0.0
253395,64751,prior,10,0,14,4.0
3222386,95009,prior,7,3,9,15.0
2294130,79585,prior,33,3,14,8.0
2621177,53682,prior,30,0,13,10.0
1806336,90845,prior,19,4,14,10.0
2926895,60018,prior,21,6,11,2.0
199710,176916,prior,24,4,12,6.0
1989374,46056,prior,5,5,16,20.0
2287728,141190,prior,21,6,14,7.0
2585572,20175,prior,17,2,12,6.0
2676164,198373,prior,2,4,19,1.0
1525095,185538,prior,9,4,12,13.0
1022018,159735,prior,6,3,11,3.0
1365767,121161,prior,20,2,8,8.0
3386261,67154,prior,4,1,10,28.0
2590991,8289,prior,37,4,15,1.0
2339709,32402,prior,34,0,18,14.0
2502935,143619,prior,9,4,16,6.0
141753,117387,prior,20,3,9,10.0
2519706,159277,prior,97,3,11,0.0
2309654,204322,prior,72,0,10,3.0
780107,8359,prior,97,2,13,4.0
373338,175779,prior,13,2,11,19.0
850971,119049,prior,5,2,19,16.0
827935,135945,prior,12,1,14,2.0
1438275,24709,prior,2,0,10,4.0
1381014,136764,prior,2,0,15,8.0
411133,191094,prior,1,1,11,
2173622,7711,prior,3,3,18,10.0
2952880,63402,train,5,1,9,30.0
3214892,196874,prior,4,0,14,20.0
1341629,39001,prior,19,0,12,9.0
750786,100844,prior,5,3,16,30.0
3288788,203020,prior,41,6,16,4.0
3288571,167783,prior,3,2,19,9.0
2742415,4171,prior,3,5,18,14.0
1398211,139478,prior,10,5,19,3.0
3403886,23606,prior,3,4,20,30.0
2006696,74365,prior,3,4,15,5.0
369081,97776,prior,9,2,18,4.0
1606161,85802,prior,11,4,16,26.0
2985570,129982,prior,6,3,9,21.0
2074247,167724,prior,4,5,15,0.0
2610760,70645,test,13,0,18,30.0
1549021,59959,prior,27,2,14,3.0
1595830,119550,prior,5,1,12,8.0
707881,126984,prior,17,0,6,14.0
544123,50806,prior,14,0,9,2.0
2294805,15367,prior,39,6,8,11.0
3047521,181700,prior,24,4,16,4.0
1659149,112826,prior,17,1,9,15.0
1449193,89822,prior,8,5,19,19.0
253897,186217,prior,14,0,15,13.0
1579614,58388,prior,22,6,13,23.0
1367840,53694,prior,14,3,15,3.0
829719,47658,prior,16,4,17,4.0
2713927,8887,prior,14,0,11,30.0
1119722,182100,prior,3,2,19,30.0
1163391,107829,prior,3,1,16,14.0
1432608,672,prior,16,5,12,9.0
2860867,110365,prior,3,2,10,12.0
3087693,124204,prior,5,3,9,9.0
2698684,152249,test,46,2,8,19.0
890856,188562,prior,6,5,9,10.0
3273052,34917,prior,10,0,13,8.0
2703291,127154,prior,2,6,18,19.0
1119591,149665,prior,3,4,19,24.0
3412370,52053,prior,10,2,16,17.0
2799933,49605,prior,3,2,11,3.0
716705,205388,prior,26,3,19,20.0
3223209,59617,prior,3,0,9,30.0
3190261,29359,prior,55,6,14,4.0
3362376,32367,prior,3,0,10,2.0
1052494,68387,prior,1,2,8,
1378201,153395,prior,10,1,2,13.0
195301,687,prior,3,4,13,6.0
986367,71659,prior,1,4,12,
678413,20886,prior,8,1,8,18.0
567550,100749,prior,16,2,14,5.0
2297003,121659,prior,36,6,14,8.0
825398,29426,prior,2,4,18,30.0
2674408,12080,prior,23,5,14,15.0
2846899,92825,prior,29,4,12,3.0
2382731,172512,prior,5,2,19,9.0
137226,174194,test,8,4,16,30.0
105059,134014,prior,61,6,15,1.0
1234686,179394,prior,40,2,12,22.0
582776,98037,prior,4,1,8,4.0
775956,165356,prior,2,1,15,10.0
2434380,68984,prior,3,4,19,3.0
1310715,170430,prior,7,3,11,5.0
2730765,148105,prior,39,1,10,3.0
2046784,133606,prior,7,2,19,7.0
1240255,141043,prior,15,0,13,15.0
3126448,22395,prior,32,4,8,4.0
1122913,116768,prior,18,1,17,15.0
1331663,34458,prior,19,0,10,7.0
3364897,143466,prior,3,5,10,25.0
2026102,46634,prior,14,3,22,18.0
767058,151165,prior,7,4,9,6.0
265672,162741,prior,29,2,16,20.0
2835408,73596,prior,15,0,9,8.0
3254050,199392,prior,16,2,15,30.0
1905377,155848,prior,5,4,13,6.0
2074138,37527,prior,25,5,11,16.0
1292711,49346,prior,5,6,0,6.0
1575553,163087,prior,4,5,20,13.0
2515659,80894,train,51,5,15,6.0
604742,74358,prior,52,0,7,5.0
3216785,114031,prior,1,5,17,
1172931,24631,prior,9,3,11,8.0
2772991,96954,prior,30,6,11,4.0
2017536,14670,prior,18,3,22,23.0
1050379,22394,prior,9,6,9,30.0
921324,166073,prior,16,0,18,4.0
3412492,108191,prior,13,5,18,4.0
1938089,50510,prior,9,1,12,9.0
986350,57544,prior,11,0,10,24.0
1655157,72857,prior,3,6,13,29.0
2222737,78721,prior,36,6,9,7.0
2587238,200094,test,34,3,15,7.0
3290445,145686,prior,26,2,9,5.0
2372612,171168,prior,48,0,10,1.0
1823319,66090,prior,10,5,13,2.0
2309855,7359,prior,10,2,9,4.0
220001,17927,prior,14,5,14,4.0
2239738,189528,prior,12,0,19,13.0
1983485,130359,prior,15,0,10,7.0
2904413,182109,prior,16,5,15,4.0
2158219,1980,prior,15,3,10,25.0
1329209,51366,train,11,4,10,30.0
3015501,188093,prior,67,0,9,1.0
2792103,190430,prior,5,3,17,6.0
1638522,97122,prior,4,5,13,16.0
1735583,200357,prior,6,2,16,25.0
2785755,187559,prior,3,3,13,30.0
2387798,6059,prior,18,3,10,8.0
1646112,102264,prior,10,6,15,24.0
1003765,116793,prior,3,0,20,10.0
567419,143494,prior,8,4,8,8.0
2299506,39873,train,8,0,20,5.0
220347,1683,prior,20,1,12,4.0
583109,196438,prior,21,2,12,19.0
169396,116763,prior,21,5,9,7.0
2564436,196007,prior,20,6,17,7.0
1366445,22572,prior,3,5,17,26.0
1209923,92393,prior,7,3,8,5.0
3060062,83396,prior,24,0,15,8.0
1732996,14414,prior,44,2,10,9.0
1979998,98714,prior,4,6,15,13.0
2346697,23670,prior,3,2,12,7.0
2833064,60504,prior,8,5,14,1.0
744792,37315,prior,7,1,18,0.0
310897,195680,prior,1,0,10,
945848,108858,prior,39,2,16,3.0
3303363,97645,prior,10,1,17,6.0
30417,166856,prior,2,0,14,6.0
2554644,90638,prior,2,0,13,7.0
34321,180746,prior,2,1,10,19.0
3115152,56565,train,31,1,14,12.0
3376484,155127,prior,1,4,15,
2125479,65666,prior,33,3,10,1.0
394102,149410,train,4,2,9,30.0
1592935,80274,prior,7,5,19,7.0
2985282,87236,prior,10,3,10,14.0
3000328,74746,prior,6,3,16,30.0
2939399,160609,prior,17,6,14,6.0
1079047,139687,prior,12,0,8,7.0
1272711,204691,prior,2,1,7,16.0
1629771,30984,prior,5,3,9,30.0
2941259,33416,prior,2,1,17,16.0
563532,9257,prior,7,4,14,11.0
1449885,98895,prior,38,3,12,5.0
2362321,155289,prior,3,0,18,10.0
1733079,133516,prior,8,3,11,14.0
2865209,150351,prior,30,1,10,6.0
218519,33060,test,10,4,9,29.0
3049161,110599,prior,9,5,11,16.0
1746608,2564,prior,5,4,14,5.0
2617199,96788,train,10,2,15,30.0
339665,113738,prior,8,5,10,3.0
2992436,62445,prior,1,3,10,
2375360,59052,prior,18,0,19,4.0
3233950,76822,prior,10,0,8,1.0
285186,136737,prior,20,5,12,1.0
2851200,56799,prior,31,5,7,4.0
2017384,35048,prior,24,3,13,1.0
1491279,99099,prior,14,4,10,2.0
1971056,122528,prior,9,0,16,6.0
18883,47296,prior,4,5,19,7.0
1891855,196297,prior,1,6,5,
2996957,77311,prior,68,3,8,3.0
3388052,72815,prior,22,0,17,19.0
811438,46306,prior,16,6,15,7.0
712201,46248,prior,1,5,12,
3111693,147165,prior,32,5,10,30.0
3112120,196777,prior,9,5,17,14.0
1294648,44955,prior,6,0,19,14.0
2844436,54798,prior,3,4,9,2.0
778195,33650,prior,9,0,13,7.0
1090787,189145,prior,9,5,17,20.0
2800543,38424,prior,5,6,12,30.0
1309621,41509,prior,31,5,13,1.0
2685517,11520,prior,9,5,15,3.0
3052601,67227,prior,8,0,13,4.0
425893,198588,prior,12,2,16,8.0
2392753,177939,prior,1,6,11,
2806413,122790,prior,31,0,15,12.0
1605753,30532,prior,4,1,9,7.0
3281749,49575,prior,11,0,13,30.0
2534187,130864,prior,6,0,8,7.0
936586,166563,prior,17,0,17,9.0
1914565,37162,prior,15,0,13,30.0
371198,163535,prior,9,0,13,25.0
202897,89307,prior,37,6,8,30.0
1480164,176394,prior,63,5,20,8.0
1208171,50357,prior,5,1,20,9.0
298140,50743,prior,37,3,9,5.0
742668,28671,prior,2,5,17,30.0
1338123,113021,prior,21,2,14,3.0
2666184,70332,prior,32,5,12,30.0
218911,132950,prior,3,3,16,30.0
19612,101910,prior,1,1,17,
376372,38446,prior,6,4,9,18.0
2180637,47507,prior,20,1,13,12.0
1290061,138550,prior,8,5,17,14.0
2438318,80160,prior,33,2,9,6.0
1764088,114460,prior,10,5,11,30.0
1592999,82972,prior,1,5,16,
2936838,23330,prior,2,4,16,28.0
974439,202993,prior,24,4,11,8.0
2749038,141756,prior,2,5,11,8.0
3337101,128807,prior,38,1,12,4.0
1761175,65788,prior,3,5,15,3.0
3115066,27351,prior,2,0,15,14.0
761132,188083,prior,4,5,11,30.0
578107,145258,prior,51,6,17,6.0
2061808,67525,prior,28,1,9,4.0
1936193,64752,prior,16,1,18,5.0
1931120,109064,prior,2,2,14,7.0
1791177,87116,prior,31,4,15,10.0
2977537,138416,prior,1,4,17,
896156,120544,prior,5,4,23,3.0
3398350,104876,prior,1,0,9,
2594843,11848,prior,2,6,13,30.0
2508005,128559,prior,25,1,15,2.0
1781614,63758,prior,5,2,17,30.0
531026,173014,prior,3,1,17,4.0
414654,44161,prior,17,6,17,12.0
175477,35439,prior,5,4,7,3.0
787505,202729,prior,5,5,17,6.0
2622626,25201,prior,11,1,14,5.0
1499817,54042,prior,5,0,18,4.0
479071,96700,prior,36,5,14,6.0
2556926,109734,prior,2,1,15,19.0
2564003,100685,prior,17,1,16,11.0
2521069,188191,prior,14,3,14,2.0
2510487,135885,prior,10,5,12,4.0
1927714,90336,prior,1,6,9,
82771,130825,prior,2,2,18,30.0
1894585,135785,prior,14,0,9,12.0
2653902,117867,prior,4,5,16,2.0
1351587,183217,prior,3,1,10,30.0
2333,15169,prior,11,1,0,6.0
2523049,27592,prior,9,4,8,5.0
1922337,104795,prior,7,4,17,15.0
2709608,130284,prior,3,3,17,12.0
2678396,104760,prior,24,3,12,1.0
3136702,91786,prior,25,5,9,2.0
1128204,65009,prior,25,1,18,2.0
1159460,140590,prior,8,4,18,5.0
2230761,140946,prior,30,6,8,7.0
1070287,165586,train,14,6,18,20.0
3134562,142773,prior,16,1,17,29.0
526159,86852,prior,2,0,15,17.0
2763027,131952,prior,16,6,11,11.0
2608086,74374,prior,1,1,17,
419485,77955,prior,7,5,15,9.0
2306700,199698,prior,29,5,10,3.0
2803716,11545,prior,9,2,9,6.0
182079,56998,prior,5,3,10,4.0
3192683,131705,prior,1,6,12,
429922,174999,prior,1,6,13,
602833,110894,train,39,5,13,10.0
797819,20614,prior,12,4,16,2.0
1347837,115407,prior,6,2,8,30.0
710203,195456,prior,39,1,12,3.0
1326110,13628,prior,32,4,15,2.0
2169173,9209,prior,49,1,15,1.0
710306,1979,prior,2,0,8,22.0
3353694,166117,prior,2,3,11,9.0
3262310,21474,prior,3,6,14,5.0
105108,154942,prior,33,3,15,7.0
3215581,196465,prior,29,6,16,7.0
569819,98523,prior,4,4,13,3.0
3001349,37542,prior,2,1,16,8.0
2026965,34050,prior,20,3,10,5.0
2527321,149364,prior,1,4,16,
1176495,103937,prior,6,6,12,7.0
1927822,14606,prior,3,2,17,30.0
2772233,148104,prior,23,1,7,5.0
2060290,116377,prior,10,3,14,11.0
1918260,109266,prior,12,4,10,11.0
470584,121113,prior,11,6,12,30.0
87568,40914,prior,15,1,14,17.0
1076161,30231,prior,2,2,17,10.0
682589,58342,prior,4,2,16,4.0
2131555,101986,prior,1,3,17,
2429856,189567,prior,4,1,9,8.0
386992,103200,prior,2,1,18,30.0
3094160,113662,prior,3,0,14,10.0
2822237,71419,prior,10,5,17,30.0
175259,156137,prior,17,1,12,7.0
11980,162889,train,23,5,11,14.0
1597500,73310,prior,42,1,10,7.0
3310426,190440,prior,29,4,12,2.0
1384767,178397,prior,5,5,14,2.0
3322508,182568,prior,7,6,8,15.0
1827494,47761,prior,1,5,11,
1388187,167703,prior,33,0,21,2.0
813454,198302,prior,6,5,16,30.0
1474987,7314,prior,60,2,19,9.0
2058821,188677,prior,42,2,15,3.0
1123322,182124,prior,7,5,13,10.0
3284291,123601,prior,65,5,17,1.0
2841665,78865,prior,2,1,13,4.0
1142610,56018,prior,9,1,18,19.0
607397,62878,prior,14,2,5,22.0
2190427,4051,prior,3,6,11,30.0
1499003,101396,prior,3,1,13,14.0
824187,119640,prior,11,6,16,12.0
2341927,116494,prior,6,6,0,6.0
2790396,189792,prior,2,0,11,15.0
1123176,132266,prior,2,0,16,7.0
455148,139980,prior,12,4,12,6.0
2661700,144434,prior,3,4,22,4.0
3198069,67648,prior,13,2,8,6.0
2569694,153893,prior,66,1,16,1.0
689901,25551,prior,2,6,15,30.0
3234565,185851,prior,19,2,9,3.0
1114076,175975,prior,2,2,9,4.0
2626457,186254,prior,29,0,9,30.0
3140951,154641,prior,6,4,23,6.0
2702009,118575,prior,1,0,18,
2876135,129785,prior,41,1,19,2.0
3380681,158713,prior,33,0,8,4.0
1892216,194025,prior,6,4,9,6.0
204038,128270,prior,12,2,14,4.0
1845002,58004,prior,25,1,14,1.0
695443,179609,prior,10,6,9,21.0
3234096,42156,prior,7,1,9,11.0
407060,188490,prior,3,6,17,30.0
1026005,69181,prior,26,3,11,1.0
130609,116367,prior,5,0,20,28.0
2012676,120713,prior,47,1,15,5.0
154803,48004,prior,4,4,16,30.0
2658745,163188,prior,1,3,12,
3331931,88361,prior,15,1,16,0.0
1476641,73850,prior,17,4,14,5.0
2370203,205080,prior,3,0,15,14.0
1984895,169015,prior,6,3,9,30.0
574721,181537,prior,3,2,11,30.0
1218311,156325,prior,3,2,14,8.0
843033,119316,prior,4,1,9,1.0
3059160,175194,train,4,6,10,7.0
3179702,68266,prior,22,6,19,17.0
529231,150123,prior,22,0,10,1.0
1597121,179145,prior,38,2,16,9.0
1469018,161017,prior,3,1,22,9.0
3300133,151024,prior,5,6,21,30.0
3100378,94885,prior,2,0,9,30.0
1696987,9369,prior,8,0,15,30.0
1959915,157435,test,9,0,11,30.0
2853583,157937,prior,7,2,15,11.0
878082,71278,prior,5,4,18,30.0
1105850,175423,prior,5,0,10,7.0
2674385,128910,prior,2,3,18,26.0
53882,16348,prior,18,2,13,7.0
663153,189453,prior,47,4,18,9.0
265946,58121,prior,4,4,6,30.0
1959431,94001,prior,11,4,12,30.0
1725495,165708,prior,30,2,10,5.0
1552717,149850,prior,4,2,10,13.0
1670468,127772,prior,2,4,18,5.0
2300430,96502,prior,24,1,20,2.0
2853356,108008,prior,4,2,16,1.0
3298200,201654,prior,16,1,9,3.0
2043181,77880,prior,96,5,17,4.0
165801,180033,prior,1,1,14,
